"indicator","session","currency","Unit","Date","Value"
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/10/2007",2.2446
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/11/2007",2.2433
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/14/2007",2.247
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/15/2007",2.2446
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/16/2007",2.2416
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/17/2007",2.2367
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/18/2007",2.2275
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/21/2007",2.2255
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/22/2007",2.2152
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/23/2007",2.2154
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/24/2007",2.2188
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/25/2007",2.2207
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/28/2007",2.2182
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/29/2007",2.2171
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/30/2007",2.2248
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/31/2007",2.2265
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/01/2007",2.2216
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/04/2007",2.2202
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/05/2007",2.2218
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/06/2007",2.2319
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/07/2007",2.241
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/08/2007",2.2459
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/11/2007",2.2415
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/12/2007",2.2462
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/13/2007",2.2499
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/14/2007",2.2471
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/15/2007",2.2445
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/18/2007",2.2343
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/19/2007",2.2327
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/20/2007",2.2371
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/21/2007",2.2417
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/22/2007",2.2454
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/25/2007",2.2491
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/26/2007",2.2533
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/27/2007",2.2677
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/28/2007",2.259
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/29/2007",2.2547
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/02/2007",2.2559
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/03/2007",2.2588
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/04/2007",2.2657
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/05/2007",2.272
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/06/2007",2.2702
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/09/2007",2.2636
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/10/2007",2.2626
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/11/2007",2.276
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/12/2007",2.278
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/13/2007",2.2752
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/16/2007",2.2709
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/17/2007",2.272
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/18/2007",2.2729
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/19/2007",2.2697
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/20/2007",2.2672
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/23/2007",2.2618
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/24/2007",2.2609
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/25/2007",2.2663
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/26/2007",2.27
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/27/2007",2.2855
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/30/2007",2.2902
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/31/2007",2.2851
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/01/2007",2.285
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/02/2007",2.2829
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/03/2007",2.2811
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/06/2007",2.2874
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/07/2007",2.2879
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/08/2007",2.2877
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/09/2007",2.2872
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/10/2007",2.2866
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/13/2007",2.2894
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/14/2007",2.2847
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/15/2007",2.2798
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/16/2007",2.2797
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/17/2007",2.2872
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/20/2007",2.292
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/21/2007",2.2908
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/22/2007",2.2884
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/23/2007",2.277
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/24/2007",2.2901
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/27/2007",2.2897
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/28/2007",2.297
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/29/2007",2.296
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/30/2007",2.3007
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/03/2007",2.2959
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/04/2007",2.3008
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/05/2007",2.2984
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/06/2007",2.2991
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/07/2007",2.2971
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/10/2007",2.3047
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/11/2007",2.3096
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/12/2007",2.3099
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/13/2007",2.3061
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/14/2007",2.3009
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/17/2007",2.3024
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/18/2007",2.3013
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/19/2007",2.2928
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/20/2007",2.2884
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/21/2007",2.2896
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/24/2007",2.2814
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/25/2007",2.2902
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/26/2007",2.2874
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/27/2007",2.289
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/28/2007",2.2916
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/01/2007",2.2942
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/02/2007",2.2983
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/03/2007",2.3018
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/04/2007",2.3044
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/05/2007",2.3032
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/08/2007",2.3047
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/09/2007",2.3059
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/10/2007",2.3088
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/11/2007",2.3041
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/12/2007",2.3038
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/16/2007",2.3073
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/17/2007",2.3073
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/18/2007",2.3041
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/19/2007",2.2949
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/22/2007",2.3067
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/23/2007",2.3045
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/24/2007",2.305
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/25/2007",2.3026
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/26/2007",2.3033
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/29/2007",2.2999
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/30/2007",2.3053
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","10/31/2007",2.3059
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/01/2007",2.3012
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/02/2007",2.3041
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/05/2007",2.3106
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/06/2007",2.3111
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/07/2007",2.3086
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/09/2007",2.3061
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/12/2007",2.3081
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/13/2007",2.3059
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/14/2007",2.3144
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/15/2007",2.3246
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/16/2007",2.3273
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/19/2007",2.3252
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/20/2007",2.3267
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/21/2007",2.3266
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/22/2007",2.3307
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/23/2007",2.335
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/26/2007",2.3278
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/27/2007",2.338
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/28/2007",2.3377
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/29/2007",2.3306
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","11/30/2007",2.3225
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/03/2007",2.3149
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/04/2007",2.313
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/05/2007",2.3117
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/06/2007",2.3093
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/07/2007",2.3053
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/10/2007",2.3074
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/11/2007",2.2978
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/12/2007",2.3048
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/13/2007",2.2967
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/14/2007",2.2961
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/17/2007",2.2929
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/18/2007",2.2949
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/19/2007",2.2974
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/21/2007",2.296
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/24/2007",2.2955
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/26/2007",2.3001
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/27/2007",2.2997
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/28/2007",2.2952
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","12/31/2007",2.2938
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/02/2008",2.2963
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/03/2008",2.3015
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/04/2008",2.2897
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/07/2008",2.2885
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/08/2008",2.2831
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/09/2008",2.2844
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/11/2008",2.2805
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/14/2008",2.2772
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/15/2008",2.2787
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/16/2008",2.2819
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/17/2008",2.291
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/18/2008",2.2811
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/21/2008",2.2738
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/22/2008",2.2757
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/24/2008",2.2846
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/25/2008",2.2786
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/28/2008",2.2801
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/29/2008",2.2803
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/30/2008",2.2799
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","01/31/2008",2.2814
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/04/2008",2.2822
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/05/2008",2.2849
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/06/2008",2.277
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/11/2008",2.2822
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/12/2008",2.2872
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/13/2008",2.2846
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/14/2008",2.2817
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/15/2008",2.2843
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/18/2008",2.2821
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/19/2008",2.2823
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/20/2008",2.2818
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/21/2008",2.283
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/22/2008",2.2851
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/25/2008",2.2891
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/26/2008",2.2869
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/27/2008",2.2853
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/28/2008",2.2951
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","02/29/2008",2.2899
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/03/2008",2.2914
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/04/2008",2.2935
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/05/2008",2.2892
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/06/2008",2.2835
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/07/2008",2.2887
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/10/2008",2.3082
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/11/2008",2.305
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/12/2008",2.2953
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/13/2008",2.2884
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/14/2008",2.2934
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/17/2008",2.3017
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/18/2008",2.3026
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/19/2008",2.2963
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/21/2008",2.2985
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/24/2008",2.3006
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/25/2008",2.3089
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/26/2008",2.306
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/27/2008",2.3165
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/28/2008",2.323
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","03/31/2008",2.3102
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/01/2008",2.3077
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/02/2008",2.3059
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/03/2008",2.3065
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/04/2008",2.3065
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/07/2008",2.3069
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/08/2008",2.3088
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/09/2008",2.3067
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/10/2008",2.3165
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/11/2008",2.3204
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/14/2008",2.3239
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/15/2008",2.3305
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/16/2008",2.3307
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/17/2008",2.3322
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/18/2008",2.3269
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/21/2008",2.323
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/22/2008",2.3248
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/23/2008",2.3233
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/24/2008",2.3195
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/25/2008",2.3188
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/28/2008",2.3161
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/29/2008",2.3186
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","04/30/2008",2.3186
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/02/2008",2.3206
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/05/2008",2.3233
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/06/2008",2.3184
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/07/2008",2.3202
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/08/2008",2.3341
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/09/2008",2.337
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/12/2008",2.3471
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/13/2008",2.353
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/14/2008",2.3615
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/15/2008",2.3645
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/16/2008",2.3664
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/20/2008",2.3765
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/21/2008",2.366
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/22/2008",2.3637
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/23/2008",2.3619
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/26/2008",2.3695
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/27/2008",2.3861
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/28/2008",2.3798
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/29/2008",2.3754
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","05/30/2008",2.376
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/02/2008",2.366
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/03/2008",2.3663
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/04/2008",2.3707
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/05/2008",2.3799
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/06/2008",2.3846
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/09/2008",2.3948
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/10/2008",2.3926
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/11/2008",2.3837
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/12/2008",2.3766
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/13/2008",2.375
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/16/2008",2.3789
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/17/2008",2.3814
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/18/2008",2.3731
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/19/2008",2.3832
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/20/2008",2.3836
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/23/2008",2.3916
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/24/2008",2.3868
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/25/2008",2.3862
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/26/2008",2.3864
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/27/2008",2.3925
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","06/30/2008",2.3995
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/01/2008",2.4009
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/02/2008",2.4028
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/03/2008",2.404
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/04/2008",2.401
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/07/2008",2.3978
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/08/2008",2.3908
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/09/2008",2.3858
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/10/2008",2.382
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/11/2008",2.3868
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/14/2008",2.3863
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/15/2008",2.3838
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/16/2008",2.3917
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/17/2008",2.3902
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/18/2008",2.3968
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/21/2008",2.3952
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/22/2008",2.3961
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/23/2008",2.3876
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/24/2008",2.3822
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/25/2008",2.3895
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/28/2008",2.3938
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/29/2008",2.3916
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/30/2008",2.3866
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","07/31/2008",2.3853
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/01/2008",2.3813
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/04/2008",2.385
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/05/2008",2.3787
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/06/2008",2.3786
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/07/2008",2.3737
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/08/2008",2.3571
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/11/2008",2.3567
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/12/2008",2.3632
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/13/2008",2.3601
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/14/2008",2.363
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/15/2008",2.3633
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/18/2008",2.3612
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/19/2008",2.3611
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/20/2008",2.3618
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/21/2008",2.3625
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/22/2008",2.3758
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/25/2008",2.373
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/26/2008",2.3865
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/27/2008",2.38
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/28/2008",2.3887
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","08/29/2008",2.3937
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/02/2008",2.3951
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/03/2008",2.3986
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/04/2008",2.3991
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/05/2008",2.4074
"Middle Rate","1200","Singapore Dollar","Malaysian ringgit","09/08/2008",2.4114
