"indicator","session","currency","Unit","Date","Value"
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","04/24/2007",2.8274
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","04/25/2007",2.8388
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","04/27/2007",2.8258
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","04/30/2007",2.8344
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","05/03/2007",2.8222
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","05/04/2007",2.8018
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","05/07/2007",2.8198
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","05/08/2007",2.8348
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","05/09/2007",2.824
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","05/10/2007",2.8294
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","05/11/2007",2.8218
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","05/14/2007",2.8333
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","05/15/2007",2.832
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","05/16/2007",2.8307
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","05/17/2007",2.8109
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","05/18/2007",2.7965
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","05/21/2007",2.7925
"Middle Rate","1200","Australian Dollar","Malaysian ringgit","05/22/2007",2.7826
