"indicator","session","currency","Unit","Date","Value"
"Middle Rate","1200","Euro","Malaysian ringgit","12/16/2008",4.8745
"Middle Rate","1200","Euro","Malaysian ringgit","12/17/2008",4.9746
"Middle Rate","1200","Euro","Malaysian ringgit","12/18/2008",5.0253
"Middle Rate","1200","Euro","Malaysian ringgit","12/19/2008",4.9523
"Middle Rate","1200","Euro","Malaysian ringgit","12/22/2008",4.8656
"Middle Rate","1200","Euro","Malaysian ringgit","12/23/2008",4.8832
"Middle Rate","1200","Euro","Malaysian ringgit","12/24/2008",4.8504
"Middle Rate","1200","Euro","Malaysian ringgit","12/26/2008",4.8877
"Middle Rate","1200","Euro","Malaysian ringgit","12/30/2008",4.9161
"Middle Rate","1200","Euro","Malaysian ringgit","12/31/2008",4.8759
"Middle Rate","1200","Euro","Malaysian ringgit","01/02/2009",4.8219
"Middle Rate","1200","Euro","Malaysian ringgit","01/05/2009",4.8299
"Middle Rate","1200","Euro","Malaysian ringgit","01/06/2009",4.7592
"Middle Rate","1200","Euro","Malaysian ringgit","01/07/2009",4.7342
"Middle Rate","1200","Euro","Malaysian ringgit","01/08/2009",4.7975
"Middle Rate","1200","Euro","Malaysian ringgit","01/09/2009",4.8348
"Middle Rate","1200","Euro","Malaysian ringgit","01/12/2009",4.7869
"Middle Rate","1200","Euro","Malaysian ringgit","01/13/2009",4.7695
"Middle Rate","1200","Euro","Malaysian ringgit","01/14/2009",4.7376
"Middle Rate","1200","Euro","Malaysian ringgit","01/15/2009",4.7284
"Middle Rate","1200","Euro","Malaysian ringgit","01/16/2009",4.739
"Middle Rate","1200","Euro","Malaysian ringgit","01/19/2009",4.7724
"Middle Rate","1200","Euro","Malaysian ringgit","01/20/2009",4.6963
"Middle Rate","1200","Euro","Malaysian ringgit","01/21/2009",4.6877
"Middle Rate","1200","Euro","Malaysian ringgit","01/22/2009",4.7027
"Middle Rate","1200","Euro","Malaysian ringgit","01/23/2009",4.696
"Middle Rate","1200","Euro","Malaysian ringgit","01/28/2009",4.7772
"Middle Rate","1200","Euro","Malaysian ringgit","01/29/2009",4.7117
"Middle Rate","1200","Euro","Malaysian ringgit","01/30/2009",4.6517
"Middle Rate","1200","Euro","Malaysian ringgit","02/03/2009",4.668
"Middle Rate","1200","Euro","Malaysian ringgit","02/04/2009",4.6988
"Middle Rate","1200","Euro","Malaysian ringgit","02/05/2009",4.6482
"Middle Rate","1200","Euro","Malaysian ringgit","02/06/2009",4.612
"Middle Rate","1200","Euro","Malaysian ringgit","02/10/2009",4.6041
"Middle Rate","1200","Euro","Malaysian ringgit","02/11/2009",4.6552
"Middle Rate","1200","Euro","Malaysian ringgit","02/12/2009",4.6557
"Middle Rate","1200","Euro","Malaysian ringgit","02/13/2009",4.6791
"Middle Rate","1200","Euro","Malaysian ringgit","02/16/2009",4.6211
"Middle Rate","1200","Euro","Malaysian ringgit","02/17/2009",4.592
"Middle Rate","1200","Euro","Malaysian ringgit","02/18/2009",4.6055
"Middle Rate","1200","Euro","Malaysian ringgit","02/19/2009",4.6058
"Middle Rate","1200","Euro","Malaysian ringgit","02/20/2009",4.6311
"Middle Rate","1200","Euro","Malaysian ringgit","02/23/2009",4.7323
"Middle Rate","1200","Euro","Malaysian ringgit","02/24/2009",4.6676
"Middle Rate","1200","Euro","Malaysian ringgit","02/25/2009",4.6997
"Middle Rate","1200","Euro","Malaysian ringgit","02/26/2009",4.6813
"Middle Rate","1200","Euro","Malaysian ringgit","02/27/2009",4.6952
"Middle Rate","1200","Euro","Malaysian ringgit","03/02/2009",4.6837
"Middle Rate","1200","Euro","Malaysian ringgit","03/03/2009",4.6824
"Middle Rate","1200","Euro","Malaysian ringgit","03/04/2009",4.6474
"Middle Rate","1200","Euro","Malaysian ringgit","03/05/2009",4.6905
"Middle Rate","1200","Euro","Malaysian ringgit","03/06/2009",4.6794
"Middle Rate","1200","Euro","Malaysian ringgit","03/10/2009",4.692
"Middle Rate","1200","Euro","Malaysian ringgit","03/11/2009",4.6778
"Middle Rate","1200","Euro","Malaysian ringgit","03/12/2009",4.7334
"Middle Rate","1200","Euro","Malaysian ringgit","03/13/2009",4.777
"Middle Rate","1200","Euro","Malaysian ringgit","03/16/2009",4.7659
"Middle Rate","1200","Euro","Malaysian ringgit","03/17/2009",4.7757
"Middle Rate","1200","Euro","Malaysian ringgit","03/18/2009",4.7827
"Middle Rate","1200","Euro","Malaysian ringgit","03/19/2009",4.9177
"Middle Rate","1200","Euro","Malaysian ringgit","03/20/2009",4.9777
"Middle Rate","1200","Euro","Malaysian ringgit","03/23/2009",4.9844
"Middle Rate","1200","Euro","Malaysian ringgit","03/24/2009",4.9454
"Middle Rate","1200","Euro","Malaysian ringgit","03/25/2009",4.897
"Middle Rate","1200","Euro","Malaysian ringgit","03/26/2009",4.9238
"Middle Rate","1200","Euro","Malaysian ringgit","03/27/2009",4.9038
"Middle Rate","1200","Euro","Malaysian ringgit","03/30/2009",4.8252
"Middle Rate","1200","Euro","Malaysian ringgit","03/31/2009",4.8348
"Middle Rate","1200","Euro","Malaysian ringgit","04/01/2009",4.8196
"Middle Rate","1200","Euro","Malaysian ringgit","04/02/2009",4.8161
"Middle Rate","1200","Euro","Malaysian ringgit","04/03/2009",4.822
"Middle Rate","1200","Euro","Malaysian ringgit","04/06/2009",4.8211
"Middle Rate","1200","Euro","Malaysian ringgit","04/07/2009",4.7871
"Middle Rate","1200","Euro","Malaysian ringgit","04/08/2009",4.7941
"Middle Rate","1200","Euro","Malaysian ringgit","04/09/2009",4.7967
"Middle Rate","1200","Euro","Malaysian ringgit","04/10/2009",4.7505
"Middle Rate","1200","Euro","Malaysian ringgit","04/13/2009",4.7603
"Middle Rate","1200","Euro","Malaysian ringgit","04/14/2009",4.7923
"Middle Rate","1200","Euro","Malaysian ringgit","04/15/2009",4.7914
"Middle Rate","1200","Euro","Malaysian ringgit","04/16/2009",4.7421
"Middle Rate","1200","Euro","Malaysian ringgit","04/17/2009",4.7268
"Middle Rate","1200","Euro","Malaysian ringgit","04/20/2009",4.7199
"Middle Rate","1200","Euro","Malaysian ringgit","04/21/2009",4.7196
"Middle Rate","1200","Euro","Malaysian ringgit","04/22/2009",4.707
"Middle Rate","1200","Euro","Malaysian ringgit","04/23/2009",4.7334
"Middle Rate","1200","Euro","Malaysian ringgit","04/24/2009",4.7255
"Middle Rate","1200","Euro","Malaysian ringgit","04/27/2009",4.7427
"Middle Rate","1200","Euro","Malaysian ringgit","04/28/2009",4.7117
"Middle Rate","1200","Euro","Malaysian ringgit","04/29/2009",4.746
"Middle Rate","1200","Euro","Malaysian ringgit","04/30/2009",4.7404
"Middle Rate","1200","Euro","Malaysian ringgit","05/04/2009",4.7024
"Middle Rate","1200","Euro","Malaysian ringgit","05/05/2009",4.7032
"Middle Rate","1200","Euro","Malaysian ringgit","05/06/2009",4.6997
"Middle Rate","1200","Euro","Malaysian ringgit","05/07/2009",4.6763
"Middle Rate","1200","Euro","Malaysian ringgit","05/08/2009",4.7242
"Middle Rate","1200","Euro","Malaysian ringgit","05/11/2009",4.781
"Middle Rate","1200","Euro","Malaysian ringgit","05/12/2009",4.7906
"Middle Rate","1200","Euro","Malaysian ringgit","05/13/2009",4.8057
"Middle Rate","1200","Euro","Malaysian ringgit","05/14/2009",4.8149
"Middle Rate","1200","Euro","Malaysian ringgit","05/15/2009",4.8318
"Middle Rate","1200","Euro","Malaysian ringgit","05/18/2009",4.7949
"Middle Rate","1200","Euro","Malaysian ringgit","05/19/2009",4.8045
"Middle Rate","1200","Euro","Malaysian ringgit","05/20/2009",4.8311
"Middle Rate","1200","Euro","Malaysian ringgit","05/21/2009",4.8642
"Middle Rate","1200","Euro","Malaysian ringgit","05/22/2009",4.8699
"Middle Rate","1200","Euro","Malaysian ringgit","05/25/2009",4.8785
"Middle Rate","1200","Euro","Malaysian ringgit","05/26/2009",4.8787
"Middle Rate","1200","Euro","Malaysian ringgit","05/27/2009",4.8766
"Middle Rate","1200","Euro","Malaysian ringgit","05/28/2009",4.8679
"Middle Rate","1200","Euro","Malaysian ringgit","05/29/2009",4.9047
"Middle Rate","1200","Euro","Malaysian ringgit","06/01/2009",4.9322
"Middle Rate","1200","Euro","Malaysian ringgit","06/02/2009",4.9382
"Middle Rate","1200","Euro","Malaysian ringgit","06/03/2009",4.9751
"Middle Rate","1200","Euro","Malaysian ringgit","06/04/2009",4.9526
"Middle Rate","1200","Euro","Malaysian ringgit","06/05/2009",4.9624
"Middle Rate","1200","Euro","Malaysian ringgit","06/08/2009",4.9114
"Middle Rate","1200","Euro","Malaysian ringgit","06/09/2009",4.8805
"Middle Rate","1200","Euro","Malaysian ringgit","06/10/2009",4.9447
"Middle Rate","1200","Euro","Malaysian ringgit","06/11/2009",4.9201
"Middle Rate","1200","Euro","Malaysian ringgit","06/12/2009",4.9421
"Middle Rate","1200","Euro","Malaysian ringgit","06/15/2009",4.9176
"Middle Rate","1200","Euro","Malaysian ringgit","06/16/2009",4.8788
"Middle Rate","1200","Euro","Malaysian ringgit","06/17/2009",4.8957
"Middle Rate","1200","Euro","Malaysian ringgit","06/18/2009",4.9211
"Middle Rate","1200","Euro","Malaysian ringgit","06/19/2009",4.9228
"Middle Rate","1200","Euro","Malaysian ringgit","06/22/2009",4.9233
"Middle Rate","1200","Euro","Malaysian ringgit","06/23/2009",4.9196
"Middle Rate","1200","Euro","Malaysian ringgit","06/24/2009",4.9819
"Middle Rate","1200","Euro","Malaysian ringgit","06/25/2009",4.9347
"Middle Rate","1200","Euro","Malaysian ringgit","06/26/2009",4.9679
"Middle Rate","1200","Euro","Malaysian ringgit","06/29/2009",4.9582
"Middle Rate","1200","Euro","Malaysian ringgit","06/30/2009",4.9699
"Middle Rate","1200","Euro","Malaysian ringgit","07/01/2009",4.9422
"Middle Rate","1200","Euro","Malaysian ringgit","07/02/2009",4.9625
"Middle Rate","1200","Euro","Malaysian ringgit","07/03/2009",4.929
"Middle Rate","1200","Euro","Malaysian ringgit","07/06/2009",4.9405
"Middle Rate","1200","Euro","Malaysian ringgit","07/07/2009",4.948
"Middle Rate","1200","Euro","Malaysian ringgit","07/08/2009",4.9547
"Middle Rate","1200","Euro","Malaysian ringgit","07/09/2009",4.9684
"Middle Rate","1200","Euro","Malaysian ringgit","07/10/2009",4.9915
"Middle Rate","1200","Euro","Malaysian ringgit","07/13/2009",4.9979
"Middle Rate","1200","Euro","Malaysian ringgit","07/14/2009",5.0164
"Middle Rate","1200","Euro","Malaysian ringgit","07/15/2009",4.9933
"Middle Rate","1200","Euro","Malaysian ringgit","07/16/2009",5.0227
"Middle Rate","1200","Euro","Malaysian ringgit","07/17/2009",5.0486
"Middle Rate","1200","Euro","Malaysian ringgit","07/20/2009",5.0337
"Middle Rate","1200","Euro","Malaysian ringgit","07/21/2009",5.0298
"Middle Rate","1200","Euro","Malaysian ringgit","07/22/2009",5.0406
"Middle Rate","1200","Euro","Malaysian ringgit","07/23/2009",5.0406
"Middle Rate","1200","Euro","Malaysian ringgit","07/24/2009",5.0093
"Middle Rate","1200","Euro","Malaysian ringgit","07/27/2009",5.0168
"Middle Rate","1200","Euro","Malaysian ringgit","07/28/2009",5.0148
"Middle Rate","1200","Euro","Malaysian ringgit","07/29/2009",4.9898
"Middle Rate","1200","Euro","Malaysian ringgit","07/30/2009",4.9756
"Middle Rate","1200","Euro","Malaysian ringgit","07/31/2009",4.9729
"Middle Rate","1200","Euro","Malaysian ringgit","08/03/2009",4.9963
"Middle Rate","1200","Euro","Malaysian ringgit","08/04/2009",5.0252
"Middle Rate","1200","Euro","Malaysian ringgit","08/05/2009",5.0273
"Middle Rate","1200","Euro","Malaysian ringgit","08/06/2009",5.0326
"Middle Rate","1200","Euro","Malaysian ringgit","08/07/2009",5.0301
"Middle Rate","1200","Euro","Malaysian ringgit","08/10/2009",4.9758
"Middle Rate","1200","Euro","Malaysian ringgit","08/11/2009",4.9702
"Middle Rate","1200","Euro","Malaysian ringgit","08/12/2009",4.9849
"Middle Rate","1200","Euro","Malaysian ringgit","08/13/2009",5.0035
"Middle Rate","1200","Euro","Malaysian ringgit","08/14/2009",5.018
"Middle Rate","1200","Euro","Malaysian ringgit","08/17/2009",5.0072
"Middle Rate","1200","Euro","Malaysian ringgit","08/18/2009",4.9962
"Middle Rate","1200","Euro","Malaysian ringgit","08/19/2009",5.0026
"Middle Rate","1200","Euro","Malaysian ringgit","08/20/2009",5.0259
"Middle Rate","1200","Euro","Malaysian ringgit","08/21/2009",5.0207
"Middle Rate","1200","Euro","Malaysian ringgit","08/24/2009",5.0312
"Middle Rate","1200","Euro","Malaysian ringgit","08/25/2009",5.0232
"Middle Rate","1200","Euro","Malaysian ringgit","08/26/2009",5.0429
"Middle Rate","1200","Euro","Malaysian ringgit","08/27/2009",5.0342
"Middle Rate","1200","Euro","Malaysian ringgit","08/28/2009",5.0621
"Middle Rate","1200","Euro","Malaysian ringgit","09/01/2009",5.0689
"Middle Rate","1200","Euro","Malaysian ringgit","09/02/2009",5.033
"Middle Rate","1200","Euro","Malaysian ringgit","09/03/2009",5.0439
"Middle Rate","1200","Euro","Malaysian ringgit","09/04/2009",5.0313
"Middle Rate","1200","Euro","Malaysian ringgit","09/07/2009",5.0415
"Middle Rate","1200","Euro","Malaysian ringgit","09/08/2009",5.0357
"Middle Rate","1200","Euro","Malaysian ringgit","09/09/2009",5.062
"Middle Rate","1200","Euro","Malaysian ringgit","09/10/2009",5.0909
"Middle Rate","1200","Euro","Malaysian ringgit","09/11/2009",5.0984
"Middle Rate","1200","Euro","Malaysian ringgit","09/14/2009",5.0895
"Middle Rate","1200","Euro","Malaysian ringgit","09/15/2009",5.1212
"Middle Rate","1200","Euro","Malaysian ringgit","09/16/2009",5.1264
"Middle Rate","1200","Euro","Malaysian ringgit","09/17/2009",5.1072
"Middle Rate","1200","Euro","Malaysian ringgit","09/18/2009",5.1202
"Middle Rate","1200","Euro","Malaysian ringgit","09/23/2009",5.1278
"Middle Rate","1200","Euro","Malaysian ringgit","09/24/2009",5.1186
"Middle Rate","1200","Euro","Malaysian ringgit","09/25/2009",5.0949
"Middle Rate","1200","Euro","Malaysian ringgit","09/28/2009",5.0673
"Middle Rate","1200","Euro","Malaysian ringgit","09/29/2009",5.101
"Middle Rate","1200","Euro","Malaysian ringgit","09/30/2009",5.0799
"Middle Rate","1200","Euro","Malaysian ringgit","10/01/2009",5.0683
"Middle Rate","1200","Euro","Malaysian ringgit","10/02/2009",5.0513
"Middle Rate","1200","Euro","Malaysian ringgit","10/05/2009",5.0714
"Middle Rate","1200","Euro","Malaysian ringgit","10/06/2009",5.0603
"Middle Rate","1200","Euro","Malaysian ringgit","10/07/2009",5.0434
"Middle Rate","1200","Euro","Malaysian ringgit","10/08/2009",5.0069
"Middle Rate","1200","Euro","Malaysian ringgit","10/09/2009",4.9926
"Middle Rate","1200","Euro","Malaysian ringgit","10/12/2009",5.0104
"Middle Rate","1200","Euro","Malaysian ringgit","10/13/2009",5.0071
"Middle Rate","1200","Euro","Malaysian ringgit","10/14/2009",5.0212
"Middle Rate","1200","Euro","Malaysian ringgit","10/15/2009",5.0055
"Middle Rate","1200","Euro","Malaysian ringgit","10/16/2009",5.0274
"Middle Rate","1200","Euro","Malaysian ringgit","10/19/2009",5.0333
"Middle Rate","1200","Euro","Malaysian ringgit","10/20/2009",5.029
"Middle Rate","1200","Euro","Malaysian ringgit","10/21/2009",5.0574
"Middle Rate","1200","Euro","Malaysian ringgit","10/22/2009",5.082
"Middle Rate","1200","Euro","Malaysian ringgit","10/23/2009",5.083
"Middle Rate","1200","Euro","Malaysian ringgit","10/26/2009",5.0823
"Middle Rate","1200","Euro","Malaysian ringgit","10/27/2009",5.0571
"Middle Rate","1200","Euro","Malaysian ringgit","10/28/2009",5.0574
"Middle Rate","1200","Euro","Malaysian ringgit","10/29/2009",5.0582
"Middle Rate","1200","Euro","Malaysian ringgit","10/30/2009",5.0617
"Middle Rate","1200","Euro","Malaysian ringgit","11/02/2009",5.0605
"Middle Rate","1200","Euro","Malaysian ringgit","11/03/2009",5.0524
"Middle Rate","1200","Euro","Malaysian ringgit","11/04/2009",5.0396
"Middle Rate","1200","Euro","Malaysian ringgit","11/05/2009",5.0757
"Middle Rate","1200","Euro","Malaysian ringgit","11/06/2009",5.0688
"Middle Rate","1200","Euro","Malaysian ringgit","11/09/2009",5.0463
"Middle Rate","1200","Euro","Malaysian ringgit","11/10/2009",5.0608
"Middle Rate","1200","Euro","Malaysian ringgit","11/11/2009",5.0742
"Middle Rate","1200","Euro","Malaysian ringgit","11/12/2009",5.071
"Middle Rate","1200","Euro","Malaysian ringgit","11/13/2009",5.0267
"Middle Rate","1200","Euro","Malaysian ringgit","11/16/2009",5.0279
"Middle Rate","1200","Euro","Malaysian ringgit","11/17/2009",5.033
"Middle Rate","1200","Euro","Malaysian ringgit","11/18/2009",5.0129
"Middle Rate","1200","Euro","Malaysian ringgit","11/19/2009",5.0425
"Middle Rate","1200","Euro","Malaysian ringgit","11/20/2009",5.0649
"Middle Rate","1200","Euro","Malaysian ringgit","11/23/2009",5.0498
"Middle Rate","1200","Euro","Malaysian ringgit","11/24/2009",5.062
"Middle Rate","1200","Euro","Malaysian ringgit","11/25/2009",5.0643
"Middle Rate","1200","Euro","Malaysian ringgit","11/26/2009",5.103
"Middle Rate","1200","Euro","Malaysian ringgit","11/30/2009",5.1026
"Middle Rate","1200","Euro","Malaysian ringgit","12/01/2009",5.0908
"Middle Rate","1200","Euro","Malaysian ringgit","12/02/2009",5.0975
"Middle Rate","1200","Euro","Malaysian ringgit","12/03/2009",5.0948
"Middle Rate","1200","Euro","Malaysian ringgit","12/04/2009",5.0946
"Middle Rate","1200","Euro","Malaysian ringgit","12/07/2009",5.0529
"Middle Rate","1200","Euro","Malaysian ringgit","12/08/2009",5.0296
"Middle Rate","1200","Euro","Malaysian ringgit","12/09/2009",5.0123
"Middle Rate","1200","Euro","Malaysian ringgit","12/10/2009",5.0029
"Middle Rate","1200","Euro","Malaysian ringgit","12/11/2009",5.0074
"Middle Rate","1200","Euro","Malaysian ringgit","12/14/2009",4.9889
"Middle Rate","1200","Euro","Malaysian ringgit","12/15/2009",4.9898
"Middle Rate","1200","Euro","Malaysian ringgit","12/16/2009",4.9765
"Middle Rate","1200","Euro","Malaysian ringgit","12/17/2009",4.9533
"Middle Rate","1200","Euro","Malaysian ringgit","12/21/2009",4.9326
"Middle Rate","1200","Euro","Malaysian ringgit","12/22/2009",4.9127
"Middle Rate","1200","Euro","Malaysian ringgit","12/23/2009",4.9019
"Middle Rate","1200","Euro","Malaysian ringgit","12/24/2009",4.9206
"Middle Rate","1200","Euro","Malaysian ringgit","12/28/2009",4.9295
"Middle Rate","1200","Euro","Malaysian ringgit","12/29/2009",4.9345
"Middle Rate","1200","Euro","Malaysian ringgit","12/30/2009",4.9132
"Middle Rate","1200","Euro","Malaysian ringgit","12/31/2009",4.9191
"Middle Rate","1200","Euro","Malaysian ringgit","01/04/2010",4.8844
"Middle Rate","1200","Euro","Malaysian ringgit","01/05/2010",4.8869
"Middle Rate","1200","Euro","Malaysian ringgit","01/06/2010",4.8629
"Middle Rate","1200","Euro","Malaysian ringgit","01/07/2010",4.8554
"Middle Rate","1200","Euro","Malaysian ringgit","01/08/2010",4.8362
"Middle Rate","1200","Euro","Malaysian ringgit","01/11/2010",4.8407
"Middle Rate","1200","Euro","Malaysian ringgit","01/12/2010",4.845
"Middle Rate","1200","Euro","Malaysian ringgit","01/13/2010",4.8501
"Middle Rate","1200","Euro","Malaysian ringgit","01/14/2010",4.8453
"Middle Rate","1200","Euro","Malaysian ringgit","01/15/2010",4.8195
"Middle Rate","1200","Euro","Malaysian ringgit","01/18/2010",4.8029
"Middle Rate","1200","Euro","Malaysian ringgit","01/19/2010",4.8043
"Middle Rate","1200","Euro","Malaysian ringgit","01/20/2010",4.7661
"Middle Rate","1200","Euro","Malaysian ringgit","01/21/2010",4.7506
"Middle Rate","1200","Euro","Malaysian ringgit","01/22/2010",4.7946
"Middle Rate","1200","Euro","Malaysian ringgit","01/25/2010",4.821
"Middle Rate","1200","Euro","Malaysian ringgit","01/26/2010",4.8084
"Middle Rate","1200","Euro","Malaysian ringgit","01/27/2010",4.8156
"Middle Rate","1200","Euro","Malaysian ringgit","01/28/2010",4.7808
"Middle Rate","1200","Euro","Malaysian ringgit","01/29/2010",4.7625
"Middle Rate","1200","Euro","Malaysian ringgit","02/02/2010",4.7564
"Middle Rate","1200","Euro","Malaysian ringgit","02/03/2010",4.7612
"Middle Rate","1200","Euro","Malaysian ringgit","02/04/2010",4.7452
"Middle Rate","1200","Euro","Malaysian ringgit","02/05/2010",4.72
"Middle Rate","1200","Euro","Malaysian ringgit","02/08/2010",4.694
"Middle Rate","1200","Euro","Malaysian ringgit","02/09/2010",4.7073
"Middle Rate","1200","Euro","Malaysian ringgit","02/10/2010",4.7221
"Middle Rate","1200","Euro","Malaysian ringgit","02/11/2010",4.7155
"Middle Rate","1200","Euro","Malaysian ringgit","02/12/2010",4.6777
"Middle Rate","1200","Euro","Malaysian ringgit","02/17/2010",4.6641
"Middle Rate","1200","Euro","Malaysian ringgit","02/18/2010",4.6143
"Middle Rate","1200","Euro","Malaysian ringgit","04/01/2016",4.4386
"Middle Rate","1200","Euro","Malaysian ringgit","04/04/2016",4.4182
"Middle Rate","1200","Euro","Malaysian ringgit","04/05/2016",4.4678
"Middle Rate","1200","Euro","Malaysian ringgit","04/06/2016",4.4492
"Middle Rate","1200","Euro","Malaysian ringgit","04/07/2016",4.4505
"Middle Rate","1200","Euro","Malaysian ringgit","04/08/2016",4.4731
"Middle Rate","1200","Euro","Malaysian ringgit","04/11/2016",4.4287
"Middle Rate","1200","Euro","Malaysian ringgit","04/12/2016",4.439
"Middle Rate","1200","Euro","Malaysian ringgit","04/13/2016",4.3937
"Middle Rate","1200","Euro","Malaysian ringgit","04/14/2016",4.3977
"Middle Rate","1200","Euro","Malaysian ringgit","04/15/2016",4.3984
"Middle Rate","1200","Euro","Malaysian ringgit","04/18/2016",4.4389
"Middle Rate","1200","Euro","Malaysian ringgit","04/19/2016",4.4107
"Middle Rate","1200","Euro","Malaysian ringgit","04/20/2016",4.402
"Middle Rate","1200","Euro","Malaysian ringgit","04/21/2016",4.3838
"Middle Rate","1200","Euro","Malaysian ringgit","04/22/2016",4.4113
"Middle Rate","1200","Euro","Malaysian ringgit","04/25/2016",4.4003
"Middle Rate","1200","Euro","Malaysian ringgit","04/26/2016",4.4366
"Middle Rate","1200","Euro","Malaysian ringgit","04/27/2016",4.4446
"Middle Rate","1200","Euro","Malaysian ringgit","04/28/2016",4.4374
"Middle Rate","1200","Euro","Malaysian ringgit","04/29/2016",4.4449
"Middle Rate","1200","Euro","Malaysian ringgit","05/03/2016",4.5234
"Middle Rate","1200","Euro","Malaysian ringgit","05/04/2016",4.565
"Middle Rate","1200","Euro","Malaysian ringgit","05/05/2016",4.5986
"Middle Rate","1200","Euro","Malaysian ringgit","05/06/2016",4.5716
"Middle Rate","1200","Euro","Malaysian ringgit","05/09/2016",4.5614
"Middle Rate","1200","Euro","Malaysian ringgit","05/10/2016",4.6187
"Middle Rate","1200","Euro","Malaysian ringgit","05/11/2016",4.6156
"Middle Rate","1200","Euro","Malaysian ringgit","05/12/2016",4.5995
"Middle Rate","1200","Euro","Malaysian ringgit","05/13/2016",4.5811
"Middle Rate","1200","Euro","Malaysian ringgit","05/16/2016",4.5629
"Middle Rate","1200","Euro","Malaysian ringgit","05/17/2016",4.543
"Middle Rate","1200","Euro","Malaysian ringgit","05/18/2016",4.5543
"Middle Rate","1200","Euro","Malaysian ringgit","05/19/2016",4.5788
"Middle Rate","1200","Euro","Malaysian ringgit","05/20/2016",4.5709
"Middle Rate","1200","Euro","Malaysian ringgit","05/23/2016",4.5708
"Middle Rate","1200","Euro","Malaysian ringgit","05/24/2016",4.6152
"Middle Rate","1200","Euro","Malaysian ringgit","05/25/2016",4.5807
"Middle Rate","1200","Euro","Malaysian ringgit","05/26/2016",4.5646
"Middle Rate","1200","Euro","Malaysian ringgit","05/27/2016",4.5709
"Middle Rate","1200","Euro","Malaysian ringgit","05/30/2016",4.5632
"Middle Rate","1200","Euro","Malaysian ringgit","05/31/2016",4.5937
"Middle Rate","1200","Euro","Malaysian ringgit","06/01/2016",4.5992
"Middle Rate","1200","Euro","Malaysian ringgit","06/02/2016",4.6657
"Middle Rate","1200","Euro","Malaysian ringgit","06/03/2016",4.6302
"Middle Rate","1200","Euro","Malaysian ringgit","06/06/2016",4.6554
"Middle Rate","1200","Euro","Malaysian ringgit","06/07/2016",4.628
"Middle Rate","1200","Euro","Malaysian ringgit","06/08/2016",4.6172
"Middle Rate","1200","Euro","Malaysian ringgit","06/09/2016",4.6017
"Middle Rate","1200","Euro","Malaysian ringgit","06/10/2016",4.5993
"Middle Rate","1200","Euro","Malaysian ringgit","06/13/2016",4.6073
"Middle Rate","1200","Euro","Malaysian ringgit","06/14/2016",4.6221
"Middle Rate","1200","Euro","Malaysian ringgit","06/15/2016",4.5972
"Middle Rate","1200","Euro","Malaysian ringgit","06/16/2016",4.6137
"Middle Rate","1200","Euro","Malaysian ringgit","06/17/2016",4.6143
"Middle Rate","1200","Euro","Malaysian ringgit","06/20/2016",4.6378
"Middle Rate","1200","Euro","Malaysian ringgit","06/21/2016",4.5947
"Middle Rate","1200","Euro","Malaysian ringgit","06/23/2016",4.5609
"Middle Rate","1200","Euro","Malaysian ringgit","06/24/2016",4.5205
"Middle Rate","1200","Euro","Malaysian ringgit","06/27/2016",4.5318
"Middle Rate","1200","Euro","Malaysian ringgit","06/28/2016",4.5238
"Middle Rate","1200","Euro","Malaysian ringgit","06/29/2016",4.4904
"Middle Rate","1200","Euro","Malaysian ringgit","06/30/2016",4.4664
"Middle Rate","1200","Euro","Malaysian ringgit","07/01/2016",4.4284
"Middle Rate","1200","Euro","Malaysian ringgit","07/04/2016",4.4496
"Middle Rate","1200","Euro","Malaysian ringgit","07/05/2016",4.4536
"Middle Rate","1200","Euro","Malaysian ringgit","07/08/2016",4.4795
"Middle Rate","1200","Euro","Malaysian ringgit","07/11/2016",4.4058
"Middle Rate","1200","Euro","Malaysian ringgit","07/12/2016",4.4325
"Middle Rate","1200","Euro","Malaysian ringgit","07/13/2016",4.4099
"Middle Rate","1200","Euro","Malaysian ringgit","07/14/2016",4.397
"Middle Rate","1200","Euro","Malaysian ringgit","07/15/2016",4.4062
"Middle Rate","1200","Euro","Malaysian ringgit","07/18/2016",4.4018
"Middle Rate","1200","Euro","Malaysian ringgit","07/19/2016",4.4162
"Middle Rate","1200","Euro","Malaysian ringgit","07/20/2016",4.4256
"Middle Rate","1200","Euro","Malaysian ringgit","07/21/2016",4.4701
"Middle Rate","1200","Euro","Malaysian ringgit","07/22/2016",4.4875
"Middle Rate","1200","Euro","Malaysian ringgit","07/25/2016",4.4786
"Middle Rate","1200","Euro","Malaysian ringgit","07/26/2016",4.4787
"Middle Rate","1200","Euro","Malaysian ringgit","07/27/2016",4.4835
"Middle Rate","1200","Euro","Malaysian ringgit","07/28/2016",4.489
"Middle Rate","1200","Euro","Malaysian ringgit","07/29/2016",4.4959
"Middle Rate","1200","Euro","Malaysian ringgit","08/01/2016",4.5073
"Middle Rate","1200","Euro","Malaysian ringgit","08/02/2016",4.5269
"Middle Rate","1200","Euro","Malaysian ringgit","08/03/2016",4.5508
"Middle Rate","1200","Euro","Malaysian ringgit","08/04/2016",4.5105
"Middle Rate","1200","Euro","Malaysian ringgit","08/05/2016",4.4963
"Middle Rate","1200","Euro","Malaysian ringgit","08/08/2016",4.4891
"Middle Rate","1200","Euro","Malaysian ringgit","08/09/2016",4.4702
