DATE,USD,GBP,EUR,CHF,AUD,CAD,SGD
7/10/2016,4.1535,5.1624,4.6164,4.2277,3.1471,3.137,3.0244
10/10/2016,4.1475,5.1441,4.6425,4.2412,3.15,3.1298,3.021
11/10/2016,4.155,5.1202,4.6251,4.2258,3.1362,3.1477,3.0139
12/10/2016,4.183,5.1424,4.622,4.2332,3.1697,3.1658,3.0342
13/10/2016,4.208,5.1272,4.6389,4.2546,3.1705,3.1689,3.0393
14/10/2016,4.2125,5.1494,4.647,4.2676,3.1948,3.1903,3.0328
17/10/2016,4.2195,5.1339,4.6345,4.2656,3.2068,3.2062,3.0308
18/10/2016,4.2105,5.1463,4.6402,4.2655,3.2292,3.2166,3.0331
19/10/2016,4.19,5.1489,4.605,4.236,3.2148,3.1981,3.0227
20/10/2016,4.1785,5.1347,4.5842,4.2233,3.208,3.1812,3.01
21/10/2016,4.1925,5.1306,4.5717,4.2134,3.1987,3.1662,3.0076
24/10/2016,4.1823,5.103,4.5453,4.2052,3.1823,3.1322,3.0027
25/10/2016,4.175,5.1052,4.5422,4.2006,3.1809,3.1304,2.9978
26/10/2016,4.1605,5.0604,4.5308,4.1814,3.1963,3.1158,2.9945
27/10/2016,4.1825,5.1079,4.5585,4.2075,3.1894,3.1237,3.0034
28/10/2016,4.197,5.1128,4.5783,4.2251,3.1883,3.1374,3.0096
31/10/2016,4.204,5.1236,4.6112,4.2555,3.1982,3.1356,3.0203
1/11/2016,4.1885,5.1232,4.5906,4.2317,3.2044,3.1218,3.0135
2/11/2016,4.196,5.1357,4.6439,4.3113,3.2013,3.133,3.0187
3/11/2016,4.187,5.164,4.6545,4.3156,3.2083,3.13,3.0262
4/11/2016,4.1965,5.2339,4.6558,4.3041,3.2231,3.1321,3.0307
7/11/2016,4.2095,5.2438,4.6639,4.315,3.2316,3.1455,3.0317
8/11/2016,4.206,5.2117,4.643,4.3145,3.2386,3.1433,3.026
9/11/2016,4.22,5.2701,4.738,4.4013,3.2169,3.1291,3.0391
10/11/2016,4.2515,5.2787,4.6499,4.325,3.2588,3.1695,3.0409
11/11/2016,4.2775,5.3708,4.6638,4.3358,3.2494,3.1733,3.0339
14/11/2016,4.33,5.4387,4.6755,4.3673,3.2702,3.1953,3.0634
15/11/2016,4.3355,5.4137,4.662,4.3488,3.2774,3.2023,3.0684
16/11/2016,4.3485,5.4241,4.674,4.3515,3.2862,3.2365,3.0756
17/11/2016,4.3885,5.4474,4.6926,4.3793,3.2795,3.2651,3.0982
18/11/2016,4.412,5.4724,4.6785,4.3742,3.2627,3.2572,3.0934
21/11/2016,4.4315,5.4687,4.6956,4.387,3.243,3.2869,3.1038
22/11/2016,4.426,5.5283,4.7055,4.387,3.2741,3.3025,3.1115
23/11/2016,4.4445,5.5194,4.7232,4.3948,3.2976,3.3072,3.1151
24/11/2016,4.4635,5.5492,4.7016,4.3818,3.2909,3.303,3.1096
25/11/2016,4.465,5.5609,4.7222,4.3958,3.3177,3.3116,3.1229
28/11/2016,4.461,5.5814,4.7516,4.4173,3.3333,3.3103,3.1351
29/11/2016,4.463,5.5319,4.7281,4.4005,3.3316,3.3229,3.1302
30/11/2016,4.466,5.5738,4.7483,4.4083,3.3372,3.3224,3.134
1/12/2016,4.468,5.5966,4.7359,4.3955,3.3072,3.3325,3.1229
2/12/2016,4.448,5.6098,4.7509,4.404,3.2964,3.3439,3.1234
5/12/2016,4.4495,5.648,4.6938,4.3749,3.3135,3.337,3.1216
6/12/2016,4.444,5.663,4.7791,4.4122,3.3157,3.3476,3.1294
7/12/2016,4.436,5.6146,4.7565,4.3947,3.2982,3.3384,3.1182
8/12/2016,4.429,5.6016,4.7729,4.4028,3.3215,3.3519,3.1282
9/12/2016,4.4245,5.568,4.6926,4.3531,3.2996,3.3506,3.1053
13/12/2016,4.4245,5.6092,4.705,4.3647,3.3166,3.3717,3.1064
14/12/2016,4.4425,5.6227,4.7248,4.3935,3.3285,3.3813,3.1158
15/12/2016,4.4645,5.6009,4.6938,4.3667,3.3142,3.3608,3.1066
16/12/2016,4.4755,5.5536,4.6682,4.3521,3.2962,3.3583,3.1
19/12/2016,4.4795,5.5909,4.6847,4.3668,3.2694,3.3586,3.0969
20/12/2016,4.4795,5.5564,4.6652,4.3643,3.2497,3.3423,3.0934
21/12/2016,4.4795,5.5454,4.6627,4.3592,3.2499,3.3509,3.1023
22/12/2016,4.4745,5.5338,4.6718,4.3637,3.2416,3.3337,3.0936
23/12/2016,4.4795,5.5002,4.6786,4.3688,3.2299,3.321,3.0967
27/12/2016,4.4785,5.4933,4.674,4.3525,3.214,3.3075,3.0914
28/12/2016,4.4815,5.5078,4.6919,4.3616,3.2276,3.3017,3.0925
29/12/2016,4.4845,5.4928,4.6829,4.3683,3.2293,3.3127,3.0931
30/12/2016,4.486,5.5108,4.7238,4.3942,3.2436,3.3272,3.1016
